id_oc,proveedor,id_producto,fecha_pedido,fecha_recepcion,unidades,costo_unitario_ars
OC01124,Proveedor D,SKU00032,2024-10-27,2024-11-20,153,21452.69
OC01125,Proveedor E,SKU00213,2024-07-07,2024-08-16,193,26645.83
OC01126,Proveedor F,SKU00510,2024-07-11,2024-09-03,52,16890.22
OC01127,Proveedor D,SKU00648,2025-10-09,2025-11-01,459,8959.96
OC01128,Proveedor B,SKU00096,2025-04-12,2025-05-27,192,8600.57
OC01129,Proveedor I,SKU00090,2025-05-11,2025-06-15,546,4280.7
OC01130,Proveedor C,SKU00247,2025-04-17,2025-04-30,35,46173.65
OC01131,Proveedor A,SKU00614,2024-08-31,2024-10-06,147,11713.2
OC01132,Proveedor C,SKU00210,2025-01-09,2025-01-21,70,26421.47
OC01133,Proveedor F,SKU00024,2025-06-27,2025-08-26,104,41802.34
OC01134,Proveedor J,SKU00550,2024-08-29,2024-10-17,310,19678.77
OC01135,Proveedor A,SKU00254,2024-12-17,2025-01-16,147,2128.16
OC01136,Proveedor F,SKU00112,2023-06-13,2023-08-09,52,12930.17
OC01137,Proveedor H,SKU00512,2025-12-15,2025-12-26,72,28683.93
OC01138,Proveedor H,SKU00529,2023-11-27,2023-12-13,36,12516.55
OC01139,Proveedor G,SKU00300,2025-05-03,2025-06-01,21,16382.5
OC01140,Proveedor D,SKU00419,2026-04-30,2026-05-28,306,24457.09
OC01141,Proveedor I,SKU00587,2023-12-13,2024-01-18,182,21346.64
OC01142,Proveedor G,SKU00457,2025-03-13,2025-04-09,42,37838.0
OC01143,Proveedor I,SKU00433,2025-03-23,2025-04-20,182,25455.05
OC01144,Proveedor I,SKU00489,2026-07-01,2026-08-02,364,10477.62
OC01145,Proveedor F,SKU00393,2026-03-05,2026-04-28,104,35886.83
OC01146,Proveedor B,SKU00195,2025-07-20,2025-09-03,192,41481.28
OC01147,Proveedor D,SKU00259,2026-07-07,2026-08-03,153,26101.25
OC01148,Proveedor H,SKU00398,2025-12-30,2026-01-07,36,38667.29
OC01149,Proveedor F,SKU00358,2025-12-21,2026-02-15,52,26592.73
OC01150,Proveedor A,SKU00370,2022-05-12,2022-06-11,147,20521.46
OC01151,Proveedor D,SKU00173,2025-07-24,2025-08-21,153,35595.17
OC01152,Proveedor B,SKU00362,2024-08-05,2024-09-20,192,38341.44
OC01153,Proveedor G,SKU00561,2025-02-07,2025-03-11,63,33572.08
OC01154,Proveedor D,SKU00437,2026-05-02,2026-05-28,153,24715.76
OC01155,Proveedor I,SKU00455,2024-03-21,2024-04-25,364,35770.77
OC01156,Proveedor H,SKU00073,2024-09-12,2024-09-23,36,35594.96
OC01157,Proveedor J,SKU00408,2024-08-07,2024-09-30,155,32510.4
OC01158,Proveedor D,SKU00492,2024-09-07,2024-10-03,153,36729.52
OC01159,Proveedor F,SKU00438,2024-12-04,2025-01-29,52,1295.14
OC01160,Proveedor B,SKU00432,2025-07-05,2025-08-18,192,21196.41
OC01161,Proveedor A,SKU00621,2025-03-09,2025-04-12,294,8675.49
OC01162,Proveedor C,SKU00776,2025-05-17,2025-05-30,105,4460.85
OC01163,Proveedor G,SKU00160,2025-02-25,2025-03-30,21,24205.45
OC01164,Proveedor A,SKU00660,2022-12-04,2023-01-03,147,47746.91
OC01165,Proveedor G,SKU00356,2024-11-18,2024-12-14,42,51228.21
OC01166,Proveedor A,SKU00675,2024-07-18,2024-08-16,147,41982.98
OC01167,Proveedor D,SKU00320,2023-02-15,2023-03-14,153,13097.58
OC01168,Proveedor F,SKU00211,2026-03-22,2026-05-22,52,27633.93
OC01169,Proveedor C,SKU00181,2023-09-09,2023-09-16,105,57163.3
OC01170,Proveedor D,SKU00786,2025-06-12,2025-07-04,306,10409.35
OC01171,Proveedor A,SKU00698,2026-06-26,2026-07-26,147,21170.99
OC01172,Proveedor B,SKU00138,2025-02-28,2025-04-16,384,18076.18
OC01173,Proveedor J,SKU00603,2025-07-28,2025-09-23,310,36576.78
OC01174,Proveedor B,SKU00199,2026-07-28,2026-09-15,192,37236.91
OC01175,Proveedor C,SKU00345,2023-01-09,2023-01-18,35,4230.16
OC01176,Proveedor C,SKU00144,2025-03-16,2025-03-23,35,31191.42
OC01177,Proveedor G,SKU00697,2024-09-26,2024-10-29,42,4999.23
OC01178,Proveedor F,SKU00750,2023-10-26,2023-12-22,52,20251.92
OC01179,Proveedor I,SKU00139,2025-03-13,2025-04-11,364,44305.91
OC01180,Proveedor E,SKU00757,2024-08-16,2024-09-19,193,35936.14
OC01181,Proveedor J,SKU00005,2024-03-02,2024-04-27,155,50336.81
OC01182,Proveedor D,SKU00465,2026-06-24,2026-07-21,459,12787.29
OC01183,Proveedor H,SKU00145,2025-09-09,2025-09-20,36,2542.22
OC01184,Proveedor E,SKU00015,2025-12-07,2026-01-16,193,3871.13
OC01185,Proveedor H,SKU00148,2025-05-26,2025-06-06,36,2626.21
OC01186,Proveedor C,SKU00103,2024-01-22,2024-01-29,35,30380.5
OC01187,Proveedor F,SKU00392,2025-08-03,2025-10-02,52,29417.71
OC01188,Proveedor H,SKU00712,2024-03-11,2024-03-22,36,22557.97
OC01189,Proveedor I,SKU00232,2024-10-13,2024-11-17,182,47882.1
OC01190,Proveedor B,SKU00192,2026-02-23,2026-04-11,192,20223.09
OC01191,Proveedor B,SKU00192,2025-11-19,2026-01-07,192,22459.49
OC01192,Proveedor D,SKU00465,2023-11-30,2023-12-23,153,14028.5
OC01193,Proveedor C,SKU00494,2024-07-24,2024-08-02,35,39163.26
OC01194,Proveedor H,SKU00678,2024-02-27,2024-03-12,36,44931.5
OC01195,Proveedor F,SKU00240,2023-12-26,2024-02-22,52,7000.29
OC01196,Proveedor A,SKU00011,2023-02-04,2023-03-13,147,41851.39
OC01197,Proveedor B,SKU00189,2026-06-16,2026-08-03,192,10982.45
OC01198,Proveedor E,SKU00459,2024-11-06,2024-12-18,193,19769.92
OC01199,Proveedor D,SKU00251,2024-08-24,2024-09-22,153,9004.55
OC01200,Proveedor B,SKU00445,2025-07-28,2025-09-12,192,32077.03
OC01201,Proveedor J,SKU00215,2026-06-13,2026-08-04,155,26736.0
OC01202,Proveedor H,SKU00128,2025-07-06,2025-07-22,72,2104.63
OC01203,Proveedor A,SKU00263,2024-06-21,2024-07-22,147,25861.42
OC01204,Proveedor A,SKU00564,2025-10-16,2025-11-16,147,11716.81
OC01205,Proveedor C,SKU00699,2023-08-20,2023-08-27,70,36892.67
OC01206,Proveedor I,SKU00727,2025-08-27,2025-09-30,546,15561.21
OC01207,Proveedor D,SKU00631,2026-02-02,2026-02-26,153,24274.29
OC01208,Proveedor H,SKU00222,2025-03-24,2025-04-05,108,42480.92
OC01209,Proveedor J,SKU00515,2025-01-12,2025-03-05,155,30402.32
OC01210,Proveedor F,SKU00402,2025-01-07,2025-03-08,52,29114.03
OC01211,Proveedor C,SKU00719,2026-06-23,2026-07-01,35,2329.75
OC01212,Proveedor C,SKU00755,2024-06-13,2024-06-25,70,2928.15
OC01213,Proveedor D,SKU00786,2025-06-06,2025-06-30,153,10627.71
OC01214,Proveedor I,SKU00122,2026-01-01,2026-02-02,546,30665.77
OC01215,Proveedor E,SKU00245,2025-06-26,2025-07-31,193,25873.22
OC01216,Proveedor H,SKU00503,2026-05-08,2026-05-21,72,4167.98
OC01217,Proveedor C,SKU00695,2025-02-09,2025-02-21,35,40041.61
OC01218,Proveedor H,SKU00036,2025-08-15,2025-08-30,36,19578.39
OC01219,Proveedor D,SKU00419,2024-07-03,2024-07-31,153,24190.44
OC01220,Proveedor H,SKU00744,2023-12-11,2023-12-22,36,30045.39
OC01221,Proveedor D,SKU00258,2024-11-01,2024-11-30,153,13477.19
OC01222,Proveedor A,SKU00254,2025-03-24,2025-04-22,294,2104.54
OC01223,Proveedor D,SKU00282,2026-05-30,2026-06-23,153,43262.14
OC01224,Proveedor E,SKU00332,2025-02-11,2025-03-17,193,20239.88
OC01225,Proveedor B,SKU00753,2026-03-21,2026-05-05,384,35571.35
OC01226,Proveedor G,SKU00313,2026-01-08,2026-02-02,21,3711.59
OC01227,Proveedor D,SKU00537,2024-07-21,2024-08-20,459,2813.36
OC01228,Proveedor G,SKU00544,2025-06-12,2025-07-14,21,11748.68
OC01229,Proveedor B,SKU00598,2026-04-03,2026-05-21,192,39925.17
OC01230,Proveedor F,SKU00663,2026-05-01,2026-06-24,52,1843.87
OC01231,Proveedor H,SKU00078,2024-06-24,2024-07-09,36,27881.82
OC01232,Proveedor G,SKU00335,2025-10-16,2025-11-10,21,2562.73
OC01233,Proveedor G,SKU00197,2022-05-02,2022-06-03,21,45783.01
OC01234,Proveedor C,SKU00168,2025-05-27,2025-06-05,35,14488.87
OC01235,Proveedor A,SKU00533,2026-06-16,2026-07-20,147,24416.05
OC01236,Proveedor E,SKU00151,2024-09-28,2024-11-02,193,22804.59
OC01237,Proveedor E,SKU00015,2024-06-19,2024-07-23,193,3441.79
OC01238,Proveedor J,SKU00366,2025-02-19,2025-04-09,155,48299.12
OC01239,Proveedor C,SKU00243,2024-11-05,2024-11-18,35,47520.53
OC01240,Proveedor B,SKU00692,2024-01-31,2024-03-19,192,9611.59
OC01241,Proveedor E,SKU00462,2025-08-07,2025-09-17,193,11964.4
OC01242,Proveedor I,SKU00076,2025-02-14,2025-03-18,182,52176.49
OC01243,Proveedor G,SKU00799,2026-05-26,2026-06-24,21,36714.44
OC01244,Proveedor I,SKU00176,2026-02-28,2026-04-01,182,5246.23
OC01245,Proveedor E,SKU00194,2025-08-26,2025-10-01,193,6796.79
OC01246,Proveedor D,SKU00286,2023-11-15,2023-12-11,153,26673.09
OC01247,Proveedor E,SKU00135,2023-05-15,2023-06-24,193,30542.86
OC01248,Proveedor A,SKU00781,2024-11-02,2024-12-05,441,36304.71
OC01249,Proveedor G,SKU00186,2025-05-13,2025-06-11,21,38480.06
OC01250,Proveedor G,SKU00043,2026-04-28,2026-05-25,21,16741.5
OC01251,Proveedor F,SKU00573,2026-01-19,2026-03-18,52,45319.5
OC01252,Proveedor F,SKU00478,2024-05-18,2024-07-12,52,56866.81
OC01253,Proveedor H,SKU00503,2024-12-10,2024-12-23,36,4197.97
OC01254,Proveedor I,SKU00627,2023-08-05,2023-09-10,364,42691.42
OC01255,Proveedor I,SKU00475,2024-09-14,2024-10-15,182,28826.09
OC01256,Proveedor D,SKU00339,2025-09-07,2025-10-07,306,3472.31
OC01257,Proveedor B,SKU00692,2025-03-02,2025-04-20,192,8522.22
OC01258,Proveedor A,SKU00704,2025-07-24,2025-08-25,147,10038.79
OC01259,Proveedor E,SKU00666,2023-01-05,2023-02-15,193,25405.61
OC01260,Proveedor A,SKU00124,2025-04-23,2025-05-24,147,18860.78
OC01261,Proveedor A,SKU00272,2024-11-24,2024-12-25,147,11676.17
OC01262,Proveedor J,SKU00545,2026-01-07,2026-02-27,155,33828.94
OC01263,Proveedor H,SKU00224,2026-06-11,2026-06-26,36,22097.62
OC01264,Proveedor H,SKU00367,2025-10-18,2025-10-26,108,23232.29
OC01265,Proveedor B,SKU00115,2024-12-17,2025-01-29,192,18821.56
OC01266,Proveedor H,SKU00678,2025-04-30,2025-05-09,36,46372.64
OC01267,Proveedor H,SKU00281,2024-09-26,2024-10-06,36,45607.43
OC01268,Proveedor B,SKU00592,2025-04-14,2025-06-04,192,32330.73
OC01269,Proveedor G,SKU00425,2025-06-04,2025-07-03,21,21077.45
OC01270,Proveedor G,SKU00198,2025-01-22,2025-02-19,21,35323.26
OC01271,Proveedor D,SKU00268,2025-02-15,2025-03-11,153,20612.0
OC01272,Proveedor B,SKU00543,2025-01-26,2025-03-12,192,31553.04
OC01273,Proveedor E,SKU00307,2024-01-31,2024-03-08,193,43619.55
OC01274,Proveedor C,SKU00109,2025-10-25,2025-11-02,35,26031.55
OC01275,Proveedor E,SKU00772,2025-02-07,2025-03-17,193,38782.22
OC01276,Proveedor E,SKU00075,2025-07-07,2025-08-10,193,10068.22
OC01277,Proveedor H,SKU00766,2025-07-22,2025-08-07,36,35390.45
OC01278,Proveedor C,SKU00776,2024-08-06,2024-08-17,35,4452.85
OC01279,Proveedor F,SKU00467,2023-10-24,2023-12-24,52,11972.49
OC01280,Proveedor J,SKU00659,2024-05-27,2024-07-22,155,22840.08
OC01281,Proveedor A,SKU00614,2026-07-21,2026-08-21,294,10797.54
OC01282,Proveedor J,SKU00030,2025-03-11,2025-05-01,155,18730.73
OC01283,Proveedor F,SKU00467,2023-12-26,2024-02-23,104,11102.0
OC01284,Proveedor H,SKU00061,2024-01-29,2024-02-12,36,30248.71
OC01285,Proveedor J,SKU00005,2024-10-23,2024-12-19,465,54419.26
OC01286,Proveedor I,SKU00232,2024-09-05,2024-10-05,182,51356.43
OC01287,Proveedor F,SKU00396,2024-09-24,2024-11-17,52,2753.37
OC01288,Proveedor J,SKU00729,2025-02-16,2025-04-13,155,36920.97
OC01289,Proveedor B,SKU00778,2026-07-06,2026-08-18,192,6964.49
OC01290,Proveedor E,SKU00468,2025-10-07,2025-11-17,386,14721.24
OC01291,Proveedor F,SKU00435,2025-05-05,2025-07-04,52,3134.18
OC01292,Proveedor E,SKU00107,2023-08-12,2023-09-15,193,36061.47
OC01293,Proveedor D,SKU00353,2025-11-19,2025-12-13,153,30062.53
OC01294,Proveedor A,SKU00070,2025-03-13,2025-04-13,147,23326.82
OC01295,Proveedor C,SKU00453,2024-10-16,2024-10-23,35,40889.61
OC01296,Proveedor C,SKU00616,2024-01-03,2024-01-14,70,25255.51
OC01297,Proveedor F,SKU00438,2025-08-20,2025-10-18,104,1345.21
OC01298,Proveedor G,SKU00340,2024-01-04,2024-01-29,21,10858.65
OC01299,Proveedor J,SKU00021,2022-08-26,2022-10-22,155,3951.72
OC01300,Proveedor G,SKU00661,2026-04-30,2026-05-31,42,20494.33
OC01301,Proveedor E,SKU00459,2026-07-16,2026-08-21,193,17724.92
OC01302,Proveedor A,SKU00070,2022-09-01,2022-10-08,294,25952.12
OC01303,Proveedor F,SKU00694,2024-01-04,2024-03-05,52,24307.61
OC01304,Proveedor F,SKU00623,2024-02-13,2024-04-10,52,12272.92
OC01305,Proveedor I,SKU00727,2025-03-25,2025-04-28,546,16248.73
OC01306,Proveedor F,SKU00126,2024-03-31,2024-05-30,52,16773.68
OC01307,Proveedor C,SKU00247,2025-09-18,2025-09-27,35,44308.5
OC01308,Proveedor G,SKU00764,2024-05-20,2024-06-18,21,35616.23
OC01309,Proveedor H,SKU00532,2022-07-24,2022-08-06,108,37825.17
OC01310,Proveedor F,SKU00510,2023-06-13,2023-08-11,52,15038.54
OC01311,Proveedor D,SKU00029,2026-06-07,2026-07-05,459,2256.86
OC01312,Proveedor C,SKU00685,2025-05-13,2025-05-25,70,32856.59
OC01313,Proveedor B,SKU00511,2023-12-02,2024-01-15,192,5609.54
OC01314,Proveedor H,SKU00277,2025-06-23,2025-07-01,36,4796.99
OC01315,Proveedor B,SKU00383,2023-12-30,2024-02-11,192,26818.38
OC01316,Proveedor B,SKU00448,2023-11-22,2024-01-06,192,29495.92
OC01317,Proveedor G,SKU00200,2025-07-27,2025-08-29,21,29069.69
OC01318,Proveedor G,SKU00713,2022-08-15,2022-09-11,63,28244.4
OC01319,Proveedor D,SKU00290,2025-08-16,2025-09-10,153,15504.51
OC01320,Proveedor F,SKU00573,2026-04-27,2026-06-22,52,48243.96
OC01321,Proveedor C,SKU00769,2023-03-02,2023-03-09,35,34273.22
OC01322,Proveedor I,SKU00176,2024-12-04,2025-01-06,182,5100.15
OC01323,Proveedor I,SKU00767,2026-02-21,2026-03-26,182,21683.0
OC01324,Proveedor A,SKU00444,2026-05-18,2026-06-19,147,25024.12
OC01325,Proveedor H,SKU00129,2024-07-13,2024-07-27,36,29815.08
OC01326,Proveedor H,SKU00572,2023-06-15,2023-06-26,36,3185.6
OC01327,Proveedor G,SKU00580,2024-10-31,2024-12-01,21,28889.68
OC01328,Proveedor A,SKU00681,2025-05-17,2025-06-21,147,35390.69
OC01329,Proveedor H,SKU00017,2022-07-27,2022-08-05,36,37633.05
OC01330,Proveedor E,SKU00477,2022-08-14,2022-09-22,386,8094.84
OC01331,Proveedor B,SKU00119,2024-01-30,2024-03-16,192,51628.98
OC01332,Proveedor B,SKU00714,2025-09-26,2025-11-16,192,7251.33
OC01333,Proveedor D,SKU00501,2026-06-27,2026-07-19,153,6337.71
OC01334,Proveedor G,SKU00356,2025-01-08,2025-02-03,21,51100.2
OC01335,Proveedor E,SKU00306,2023-09-28,2023-11-01,193,12132.67
OC01336,Proveedor B,SKU00446,2025-09-08,2025-10-21,192,51814.29
OC01337,Proveedor I,SKU00791,2026-03-23,2026-04-26,182,24901.12
OC01338,Proveedor J,SKU00275,2024-01-30,2024-03-27,155,19616.72
OC01339,Proveedor D,SKU00173,2024-12-28,2025-01-21,306,37699.18
OC01340,Proveedor D,SKU00259,2023-07-20,2023-08-13,153,25169.22
OC01341,Proveedor F,SKU00590,2023-01-10,2023-03-08,52,46054.01
OC01342,Proveedor F,SKU00711,2024-03-03,2024-04-30,104,46137.76
OC01343,Proveedor B,SKU00691,2026-05-05,2026-06-24,192,30925.52
OC01344,Proveedor I,SKU00578,2025-08-06,2025-09-04,182,33607.39
OC01345,Proveedor A,SKU00405,2024-11-06,2024-12-11,147,50446.11
OC01346,Proveedor A,SKU00614,2025-12-08,2026-01-08,147,11523.44
OC01347,Proveedor B,SKU00192,2023-10-17,2023-12-01,192,19462.36
OC01348,Proveedor G,SKU00395,2026-06-02,2026-06-29,21,28366.0
OC01349,Proveedor D,SKU00492,2024-05-29,2024-06-27,153,37522.64
OC01350,Proveedor C,SKU00483,2024-12-13,2024-12-23,35,27318.41
OC01351,Proveedor F,SKU00211,2025-09-28,2025-11-25,52,25665.14
OC01352,Proveedor F,SKU00434,2026-03-27,2026-05-19,52,39723.87
OC01353,Proveedor J,SKU00206,2025-06-28,2025-08-19,155,35451.74
OC01354,Proveedor A,SKU00272,2023-09-23,2023-10-27,441,11064.7
OC01355,Proveedor G,SKU00697,2024-09-25,2024-10-28,21,5057.86
OC01356,Proveedor B,SKU00625,2026-04-05,2026-05-22,576,22731.83
OC01357,Proveedor G,SKU00043,2026-06-27,2026-07-26,63,17522.29
OC01358,Proveedor B,SKU00229,2025-10-14,2025-11-27,192,33609.77
OC01359,Proveedor B,SKU00195,2025-10-16,2025-11-29,192,42017.17
OC01360,Proveedor E,SKU00068,2023-11-20,2023-12-30,193,42787.74
OC01361,Proveedor F,SKU00117,2024-06-19,2024-08-19,52,18991.99
OC01362,Proveedor C,SKU00710,2025-06-30,2025-07-12,35,51159.8
OC01363,Proveedor H,SKU00128,2025-07-11,2025-07-24,36,2233.4
OC01364,Proveedor A,SKU00621,2024-02-16,2024-03-20,294,9216.2
OC01365,Proveedor J,SKU00267,2025-04-27,2025-06-21,155,4726.51
OC01366,Proveedor G,SKU00009,2026-06-29,2026-07-30,63,1776.96
OC01367,Proveedor D,SKU00142,2024-07-21,2024-08-18,306,13155.56
OC01368,Proveedor J,SKU00183,2026-07-08,2026-08-31,310,11287.6
OC01369,Proveedor D,SKU00290,2025-06-14,2025-07-06,153,14869.28
OC01370,Proveedor D,SKU00559,2025-08-28,2025-09-21,153,23806.51
OC01371,Proveedor H,SKU00191,2024-03-11,2024-03-22,36,38366.43
OC01372,Proveedor B,SKU00236,2026-06-04,2026-07-17,192,14065.98
OC01373,Proveedor A,SKU00147,2025-04-23,2025-05-25,294,5646.2
OC01374,Proveedor J,SKU00570,2025-05-27,2025-07-16,310,24545.89
OC01375,Proveedor D,SKU00548,2024-01-27,2024-02-26,153,13972.64
OC01376,Proveedor G,SKU00202,2025-07-26,2025-08-23,21,21253.91
OC01377,Proveedor H,SKU00171,2024-11-13,2024-11-29,36,49480.61
OC01378,Proveedor C,SKU00719,2025-11-15,2025-11-28,70,2292.84
OC01379,Proveedor F,SKU00711,2022-12-03,2023-01-31,52,43793.76
OC01380,Proveedor A,SKU00698,2022-08-01,2022-09-04,147,20809.39
OC01381,Proveedor H,SKU00001,2025-07-12,2025-07-26,36,8158.4
OC01382,Proveedor H,SKU00055,2025-07-18,2025-08-03,72,19099.15
OC01383,Proveedor B,SKU00379,2025-03-22,2025-05-10,192,34378.02
OC01384,Proveedor B,SKU00391,2025-01-15,2025-03-06,192,20386.83
OC01385,Proveedor H,SKU00216,2023-09-05,2023-09-14,72,32282.55
OC01386,Proveedor G,SKU00125,2024-05-13,2024-06-14,21,12694.89
OC01387,Proveedor B,SKU00644,2025-10-17,2025-12-04,192,18821.89
OC01388,Proveedor B,SKU00450,2024-01-12,2024-03-02,192,41742.17
OC01389,Proveedor C,SKU00247,2026-05-31,2026-06-13,35,42734.6
OC01390,Proveedor G,SKU00347,2026-06-02,2026-07-04,42,25789.09
OC01391,Proveedor D,SKU00280,2025-07-29,2025-08-24,153,22128.52
OC01392,Proveedor D,SKU00617,2024-03-12,2024-04-03,153,28554.31
OC01393,Proveedor B,SKU00598,2025-02-10,2025-04-01,192,36991.21
OC01394,Proveedor A,SKU00227,2025-04-06,2025-05-10,147,14591.13
OC01395,Proveedor H,SKU00291,2025-02-09,2025-02-19,36,29248.38
OC01396,Proveedor E,SKU00332,2025-10-03,2025-11-07,579,22420.21
OC01397,Proveedor D,SKU00651,2025-05-17,2025-06-08,153,24063.73
OC01398,Proveedor E,SKU00705,2026-06-01,2026-07-11,193,13043.42
OC01399,Proveedor E,SKU00306,2024-02-08,2024-03-18,193,12590.86
OC01400,Proveedor H,SKU00017,2022-07-31,2022-08-08,36,38391.11
OC01401,Proveedor F,SKU00464,2024-01-05,2024-03-05,52,37516.49
OC01402,Proveedor D,SKU00208,2023-06-17,2023-07-12,306,38903.8
OC01403,Proveedor G,SKU00237,2025-10-20,2025-11-18,21,12634.76
OC01404,Proveedor I,SKU00314,2025-12-04,2026-01-07,182,22593.35
OC01405,Proveedor H,SKU00333,2023-07-17,2023-07-28,72,39235.24
OC01406,Proveedor B,SKU00552,2025-05-01,2025-06-20,192,14884.64
OC01407,Proveedor H,SKU00605,2026-07-30,2026-08-07,36,23494.86
OC01408,Proveedor F,SKU00126,2024-06-09,2024-08-08,52,17415.02
OC01409,Proveedor J,SKU00545,2024-04-23,2024-06-18,155,32893.68
OC01410,Proveedor B,SKU00236,2026-05-29,2026-07-15,192,13351.94
OC01411,Proveedor G,SKU00053,2024-09-28,2024-10-27,21,17879.28
OC01412,Proveedor F,SKU00523,2024-08-05,2024-10-04,52,27667.79
OC01413,Proveedor F,SKU00581,2023-12-13,2024-02-06,52,24611.82
OC01414,Proveedor H,SKU00359,2024-02-29,2024-03-08,36,39795.54
OC01415,Proveedor B,SKU00199,2025-04-25,2025-06-11,192,34550.84
OC01416,Proveedor E,SKU00551,2026-07-03,2026-08-11,193,27263.8
OC01417,Proveedor I,SKU00139,2024-10-11,2024-11-11,182,43527.52
OC01418,Proveedor C,SKU00616,2024-01-28,2024-02-11,35,27784.28
OC01419,Proveedor B,SKU00159,2025-05-01,2025-06-13,384,38392.84
OC01420,Proveedor D,SKU00106,2025-10-25,2025-11-22,153,7302.9
OC01421,Proveedor H,SKU00532,2022-06-27,2022-07-07,36,39704.1
OC01422,Proveedor C,SKU00143,2024-04-03,2024-04-17,35,4879.91
OC01423,Proveedor E,SKU00736,2025-01-08,2025-02-17,193,2396.64
OC01424,Proveedor J,SKU00729,2024-04-10,2024-05-29,155,32146.14
OC01425,Proveedor J,SKU00154,2026-03-13,2026-05-09,155,22321.6
OC01426,Proveedor H,SKU00732,2023-07-25,2023-08-08,36,3286.8
OC01427,Proveedor H,SKU00577,2026-07-21,2026-08-03,36,6731.63
OC01428,Proveedor H,SKU00055,2024-10-16,2024-11-01,36,20004.78
OC01429,Proveedor A,SKU00781,2026-04-11,2026-05-13,294,36998.81
OC01430,Proveedor G,SKU00250,2026-01-28,2026-03-01,21,3532.83
OC01431,Proveedor E,SKU00307,2023-11-24,2024-01-01,386,40953.82
OC01432,Proveedor H,SKU00148,2025-07-15,2025-07-24,36,2273.05
OC01433,Proveedor H,SKU00668,2023-01-27,2023-02-07,36,36510.85
OC01434,Proveedor A,SKU00046,2025-06-11,2025-07-16,147,33171.67
OC01435,Proveedor C,SKU00365,2025-02-25,2025-03-08,35,14654.11
OC01436,Proveedor C,SKU00181,2025-06-15,2025-06-26,105,54651.37
OC01437,Proveedor I,SKU00619,2023-01-25,2023-02-26,182,21139.59
OC01438,Proveedor B,SKU00511,2024-03-06,2024-04-25,192,5685.41
OC01439,Proveedor B,SKU00115,2024-11-15,2025-01-03,192,19764.17
OC01440,Proveedor E,SKU00558,2025-06-01,2025-07-11,193,25741.21
OC01441,Proveedor C,SKU00480,2025-01-04,2025-01-16,35,21841.24
OC01442,Proveedor B,SKU00733,2025-03-21,2025-05-05,384,28850.44
OC01443,Proveedor G,SKU00580,2024-11-14,2024-12-15,42,29072.3
OC01444,Proveedor G,SKU00342,2025-02-11,2025-03-11,21,28014.34
OC01445,Proveedor E,SKU00334,2024-10-24,2024-11-30,193,14094.94
OC01446,Proveedor G,SKU00799,2025-06-28,2025-07-23,21,34612.95
OC01447,Proveedor F,SKU00164,2025-06-04,2025-08-02,52,37250.28
OC01448,Proveedor I,SKU00767,2026-06-26,2026-07-24,364,20791.59
OC01449,Proveedor B,SKU00052,2025-10-21,2025-12-08,192,37977.99
OC01450,Proveedor A,SKU00546,2025-06-14,2025-07-20,441,40439.12
OC01451,Proveedor G,SKU00677,2025-09-06,2025-10-03,63,19892.32
OC01452,Proveedor G,SKU00784,2023-10-26,2023-11-28,21,20300.17
OC01453,Proveedor I,SKU00294,2026-03-21,2026-04-23,182,40292.05
OC01454,Proveedor E,SKU00772,2026-04-27,2026-06-05,193,42033.54
OC01455,Proveedor A,SKU00621,2025-07-03,2025-08-09,147,9241.71
OC01456,Proveedor E,SKU00156,2026-05-14,2026-06-23,193,54709.67
OC01457,Proveedor C,SKU00421,2024-02-19,2024-03-03,35,25272.12
OC01458,Proveedor B,SKU00355,2024-12-11,2025-01-31,192,17841.54
OC01459,Proveedor I,SKU00293,2024-07-27,2024-08-29,182,41897.71
OC01460,Proveedor H,SKU00567,2024-03-11,2024-03-24,108,9609.28
OC01461,Proveedor G,SKU00053,2022-11-04,2022-12-07,21,19516.55
OC01462,Proveedor I,SKU00134,2025-03-15,2025-04-12,182,17605.58
OC01463,Proveedor B,SKU00412,2024-06-12,2024-08-01,192,33941.03
OC01464,Proveedor H,SKU00577,2026-02-23,2026-03-08,72,6670.79
OC01465,Proveedor C,SKU00719,2026-05-30,2026-06-07,70,2353.86
OC01466,Proveedor B,SKU00059,2022-08-29,2022-10-18,192,29438.92
